ID,text,target,url,date
ynat-v1_train_00093,저무는 PC 시대에 맞춘 마우스의 다양한 변신,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008681668,2016.09.12. 오후 12:00
ynat-v1_train_00095,KT 배터리 절감 기술 경품 이벤트…1등에 승용차,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009369300,2017.06.28. 오후 3:05
ynat-v1_train_00103,LG G6 삼성 갤S8 제치고 바이럴 영상 1위,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009129175,2017.03.23. 오전 7:15
ynat-v1_train_00106,현대중공업 중국 로봇기업과 산업용로봇 공장 설립,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=261&oid=001&aid=0010357604,2018.09.20. 오후 4:22
ynat-v1_train_00112,예상모탄 결과서 노벨상 나온다…게소 견구지워니 중요,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009645719,2017.10.30. 오후 2:47
ynat-v1_train_00114,네이버 제2 IDC 클라우드에 특화…이해진 전세계 데이터 거점종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0011134602,2019.10.10. 오후 5:57
ynat-v1_train_00133,게시판 L지유 스타필드 하남·고양에서 유오지·유tv 체험존,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010873904,2019.06.07. 오전 9:42
ynat-v1_train_00135,프로야구 경기조작 혐의 문우람 KBO서 영구 실격,0,https://sports.news.naver.com/news.nhn?oid=001&aid=0010422847,2018.10.24 15:34
ynat-v1_train_00136,구글·페이스북 美인터넷 광고 작년 증가분 99% 싹쓸이,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009221853,2017.04.27. 오전 8:45
ynat-v1_train_00137,NASA 우주비행사에게 입혀줄 우주복이 모자라,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009227884,2017.04.29. 오전 2:42
ynat-v1_train_00139,KT 인공지능 기술로 목소리 찾아드려요…목소리 찾기 프로젝트,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0011535399,2020.04.09. 오전 11:57
ynat-v1_train_00145,네이버랩스퀄컴테크놀로지 로보틱스 등에 기술협력,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0010478260,2018.11.20. 오전 10:40
ynat-v1_train_00153,삼성 뉴 빅스비 갤노트9 외 단말로 확대…유럽 언어도 지원,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010536457,2018.12.20. 오전 7:13
ynat-v1_train_00169,기후변화를 성장기회로…온난화 대응 기술 개발,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0008090956,2016.01.03. 오후 12:00
ynat-v1_train_00184,2018 평창 ⑤ 스마트폰 하나면 OK…ICT 올림픽의 향연,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0008982248,2017.01.24. 오전 3:31
ynat-v1_train_00194,서울부산 30분 주파 아음속 캡슐 트레인 개발 전망,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008760948,2016.10.18. 오후 2:00
ynat-v1_train_00202,미토콘드리아 DNA 돌연변이 없애는 효소 단백질 발견,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0011247138,2019.11.29. 오후 4:05
ynat-v1_train_00212,SKT 스마트그리드·KT 정보보안…통신사들 脫통신,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0008234660,2016.03.07. 오전 7:30
ynat-v1_train_00224,대북 관련 기업 대상 사이버 공격 발생,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0010681603,2019.03.08. 오전 11:28
ynat-v1_train_00232,SK텔레콤 음성인식 인공지능 스피커 선보인다,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0008459357,2016.06.08. 오후 4:32
ynat-v1_train_00237,갤럭시S9 본격 상륙…사전예약자 개통 개시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009945381,2018.03.09. 오전 7:00
ynat-v1_train_00244,SKT 20만원대 폴더형 스마트폰 갤럭시 폴더2 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009357463,2017.06.23. 오전 10:22
ynat-v1_train_00271,우주처럼 극한 환경 만들어 지구에 없는 물질상 발견,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008798576,2016.11.03. 오후 12:00
ynat-v1_train_00273,김연아·윤성빈이 5G 알린다…SKT 캠페인 영상 공개,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009971295,2018.03.21. 오전 9:47
ynat-v1_train_00276,빛으로 신경세포 조절 광유전학 과학자 노벨상 유력 후보,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0011103602,2019.09.26. 오전 9:00
ynat-v1_train_00289,대어 등파 납뚜고 개레스팔 재고떠리…노트팔 보조금 꿈틀,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009537145,2017.09.11. 오후 2:36
ynat-v1_train_00314,에어컨 켠 전기차 한번 충전으로 창원서울 주행,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=103&sid2=237&oid=001&aid=0008604319,2016.08.11. 오전 8:26
ynat-v1_train_00317,올림픽 이번엔 녹화 아닌 라이브…인텔 드론 300대가 만든 수호랑,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0009922681,2018.02.25. 오후 9:53
ynat-v1_train_00329,SKB 영유아 학습 프로그램 플레이송스 홈 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010689090,2019.03.12. 오후 1:42
ynat-v1_train_00354,근적외선 레이저 비추기만 해도 형상 자동 복원되는 소재 개발,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0011143835,2019.10.15. 오후 12:00
ynat-v1_train_00367,반도체 소재·부품·장비 핵심기술지정…글로벌업체 육성해야,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0011007498,2019.08.07. 오후 6:00
ynat-v1_train_00373,삼성전자 갤럭시S8 체험존 방문객 160만명 넘었다,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009191648,2017.04.16. 오전 9:24
ynat-v1_train_00374,SK텔레콤 T인증 출시 6개월 만에 가입자 500만 돌파,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009028450,2017.02.13. 오전 9:39
ynat-v1_train_00375,그래픽 성별·연령대별 인터넷 이용률,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0010653987,2019.02.24. 오후 12:00
ynat-v1_train_00376,에스에프에이 617억원 규모 디스플레이 장비 공급계약,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=001&aid=0010873847,2019.06.07. 오전 9:11
ynat-v1_train_00402,5G폰 1인 데이터 사용량 26GB…고화질 영화 13편 용량,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0011185846,2019.11.03. 오전 8:00
ynat-v1_train_00432,미래부창의재단 과학올림피아드 대표단 발대식 개최,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008468187,2016.06.13. 오후 12:00
ynat-v1_train_00460,세기의 대국 비록 패했지만…인공지능에 맞선 이세돌 드라마,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008256186,2016.03.15. 오후 6:26
ynat-v1_train_00462,KT 연말연시를 맞아 네트워크 특별대책 마련,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0010536611,2018.12.20. 오전 9:03
ynat-v1_train_00475,국제 수소연료전지 파트너십IPHE 운영위원회 회의,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=261&oid=001&aid=0011165084,2019.10.24. 오전 9:56
ynat-v1_train_00479,뉴스·실급검 사라진 네이버 모바일 첫 화면,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0010391381,2018.10.10. 오후 5:21
ynat-v1_train_00482,10∼20대는 유튜브 세대…하루 4.4회 52분 본다,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009144819,2017.03.29. 오전 11:10
ynat-v1_train_00491,삼성전자 갤럭씨 에스구 시리즈 구매 고객 때상 특뼐 보상 프로그램 실시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009941000,2018.03.07. 오전 11:48
ynat-v1_train_00525,LG전자 카메라 강화 실속 스마트폰 K시리즈 MWC서 공개,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009912798,2018.02.22. 오전 10:00
ynat-v1_train_00538,5.5인치 풀비전 LG Q6 8월 2일 국내 출시…41만9천100원,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009443094,2017.07.30. 오전 10:48
ynat-v1_train_00546,갤로트팔·비사명 일반판매 천날 차분…대용냥 모델 마니 차자,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009563565,2017.09.21. 오후 5:16
ynat-v1_train_00552,구글·페북 경쟁평가 받나…韓대표들 긍정 검토 답변,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009647130,2017.10.30. 오후 9:20
ynat-v1_train_00561,게시판 KT 인증 앱 모바일 접근성 인증 획득,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009547877,2017.09.15. 오전 10:24
ynat-v1_train_00563,갤노트7 공백 갤S7이 메웠다…S8 키워드는 안전·AI,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0008983495,2017.01.24. 오전 11:55
ynat-v1_train_00569,구글 안드로이드 OS 점유율 MS 윈도 첫 추월,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009161255,2017.04.04. 오전 11:33
ynat-v1_train_00578,애즈 강화해 떠나는 고객 짬는다…삼성·애플·LG 안간힘종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010569265,2019.01.09. 오전 8:57
ynat-v1_train_00597,LG전자 G6 특화 콘텐츠 확대,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009196999,2017.04.18. 오전 10:08
ynat-v1_train_00601,전력소모 1천분의 1…초저전력 메모리 개발 길 열렸다,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009950882,2018.03.12. 오후 12:00
ynat-v1_train_00607,전국 버스·정류장 정보 알려주는 카카오버스 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0008358412,2016.04.26. 오전 9:29
ynat-v1_train_00608,페이스북 삭제 캠페인 작동했나…미국인 9% 계정 삭제,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0010021823,2018.04.13. 오전 3:06
ynat-v1_train_00612,내일부터 다음달 14일까지 위성 통신장애 조심,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008211383,2016.02.25. 오후 12:00
ynat-v1_train_00618,미세한 영문법 오류 구글 독스 AI로 자동 교정,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0010232847,2018.07.25. 오후 3:57
ynat-v1_train_00623,인공지능 누구 더 똑똑해졌다…음성 쇼핑·알림 기능 추가,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009147530,2017.03.30. 오전 10:00
ynat-v1_train_00636,갤노트8 국내 체험존 오픈…움짤메시지·S펜에 큰 관심,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009496027,2017.08.24. 오후 2:36
ynat-v1_train_00639,삼성 이메일 앱·인터넷 브라우저 다운로드 1억회 돌파,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009743707,2017.12.11. 오후 8:06
ynat-v1_train_00645,SKT AI 누구 영역 확대…스마트 조명·T맵 버튼 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0010202744,2018.07.11. 오전 10:00
ynat-v1_train_00661,집밖으로 나간 AI 스피커…KT 기가지니 LTE 출시종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0009704617,2017.11.23. 오전 11:48
ynat-v1_train_00678,상처만 남긴 채 무산된 SKT·헬로비전 마,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0008571131,2016.07.28. 오전 11:06
ynat-v1_train_00681,아태지역 5G 최고경영자 회의,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0010851770,2019.05.28. 오전 11:28
ynat-v1_train_00682,SKB 2.5기가 인터넷 국내 첫 상용화…10기가 시대 연다종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0010076660,2018.05.10. 오전 11:21
ynat-v1_train_00697,포켓몬고 국내 출시 다음달 윤곽종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008568624,2016.07.27. 오전 11:45
ynat-v1_train_00712,SKT 26일 T월드 통합사이트 오픈,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0008705271,2016.09.25. 오전 9:00
ynat-v1_train_00720,인터넷진흥원 MS 윈도 원격관리기능 취약점 포착,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0010839537,2019.05.22. 오전 10:13
ynat-v1_train_00726,간암종양 조직배양에 첫 성공…신약·암 연구에 진보,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009681728,2017.11.14. 오전 8:42
ynat-v1_train_00727,KT 5G 오픈랩 개소…5G 생태계 활성화해 첫 상용화 성공,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010319850,2018.09.04. 오전 9:32
ynat-v1_train_00729,아이젠버그 美 하버드대 교수 자연에서 차세대 소재 나와,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0011111463,2019.09.30. 오후 2:04
ynat-v1_train_00733,시스코 삼성 스마트싱스서 보안 취약점 발견…조치 완료,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0010237084,2018.07.27. 오전 11:29
ynat-v1_train_00746,포스코ICT 중소기업 설비정비 플랫폼 정비통 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=261&oid=001&aid=0010511031,2018.12.06. 오후 4:31
ynat-v1_train_00759,佛 카메라 평가기관 갤S10 5G 전·후면 카메라 가장 우수,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010767330,2019.04.17. 오전 8:10
ynat-v1_train_00768,이틀 앞으로 다가온 MWC18,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009920358,2018.02.25. 오전 2:19
ynat-v1_train_00769,삼성 애플 WWDC 열리는 새너제이서 올해 개발자 콘퍼런스 개최,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010919613,2019.06.28. 오전 10:53
ynat-v1_train_00771,노화 뇌세포 제거하면 비만으로 인한 불안증 완화,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0010568188,2019.01.08. 오후 3:34
ynat-v1_train_00772,게시판 코엑스서 IT 기술사업화 페스티벌,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0008404001,2016.05.16. 오후 12:00
ynat-v1_train_00777,유튜브 한국 창작자 생태계 다양하고 역동적…세계적 파급력,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0011208521,2019.11.13. 오전 11:02
ynat-v1_train_00778,K아이ST 딤너닝용 아이 반도체 개발…세게 최고 성능,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009923773,2018.02.26. 오후 12:00
ynat-v1_train_00790,5G 시대 내달 열린다…개인고객은 내년 3월 이후 체감,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010497442,2018.11.29. 오후 3:48
ynat-v1_train_00791,부동산캘린더 설연휴 맞아 쉬어가는 분양시장,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=261&oid=001&aid=0009877458,2018.02.10. 오전 8:00
ynat-v1_train_00795,5G 고객유치 전쟁…KT 갤S10 5G 지원금 최대 78만원으로 상향,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010818653,2019.05.11. 오전 11:04
ynat-v1_train_00807,유럽 강타한 랜섬웨어 국내 유입…제약사도 감염종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009369100,2017.06.28. 오후 2:23
ynat-v1_train_00815,제13차 한·러 과학기술공동위원회,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0010831678,2019.05.17. 오후 2:20
ynat-v1_train_00818,LG워치 스포츠·스타일 내일 출시…최신 안드로이드 탑재,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0009096459,2017.03.10. 오전 10:00
ynat-v1_train_00819,기존 염기교정 유전자가위에서 새 기능 확인,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0011097849,2019.09.24. 오전 12:00
ynat-v1_train_00823,KISA 사이버보안전문다 누수 프로젝트 삼편 포상,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009747954,2017.12.13. 오후 2:00
ynat-v1_train_00833,우주개발 시행계획 6대 전략에 올해 5천813억원 투입,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0010678644,2019.03.07. 오전 9:28
ynat-v1_train_00837,과학끼술 경제발쩐 수다 나니다…과총 헌법깨정 요구,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009838317,2018.01.26. 오전 10:00
ynat-v1_train_00838,짱기자가 간다 인간 AI에 완승…번역 대결 현장 통통영상,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0009056083,2017.02.22. 오후 3:05
ynat-v1_train_00839,보낸 카톡 싹쩨 기능 저굥…오분내 가능하고 흔정 나마,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0010347691,2018.09.17. 오후 3:44
ynat-v1_train_00840,과학기술혁신본부 제기능하려면 예산배분 실명제 도입해야,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009468808,2017.08.11. 오전 11:48
ynat-v1_train_00842,스마트폰·태블릿PC 인증표시도 이제 디스플레이화,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0008371390,2016.05.01. 오전 11:00
ynat-v1_train_00850,SKT 한류 국가대표 5G 세계 1호 가입자 탄생,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010739435,2019.04.04. 오전 8:13
ynat-v1_train_00853,연구기관 평가에서 수리연 첟 최하등급…DGIST 미흡,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009936083,2018.03.05. 오후 1:44
ynat-v1_train_00854,참화 부른 보잉의 늑장대응…이제 와서 열흘내 업그레이드종합,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=104&sid2=232&oid=001&aid=0010698419,2019.03.16. 오전 6:54
ynat-v1_train_00859,인류 달 착륙 50년…달 우주탐사 전초기지로 거듭나,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0010928620,2019.07.02. 오후 6:29
ynat-v1_train_00884,LG G7 씽큐 내일 국내 출시…이통사·자급제 채널 동시판매,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010090985,2018.05.17. 오전 10:00
ynat-v1_train_00885,갤노트9 카메라 화웨이 P20프로에 성능 뒤져,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010334909,2018.09.11. 오전 11:23
ynat-v1_train_00889,카카오 상반기 중 AI 플랫폼 개발…멜론·카톡 등에 적용,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0009148430,2017.03.30. 오후 12:05
ynat-v1_train_00921,넷마블 마블퓨처파이트 구글플레이 어워즈 후보로,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=226&oid=001&aid=0008356481,2016.04.25. 오전 11:38
ynat-v1_train_00922,이세돌알파고 세기의 대결 어떻게 진행될까,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=230&oid=001&aid=0008185195,2016.02.15. 오전 10:52
ynat-v1_train_00934,하현회 L지U 부회장 오지로 통시 닐등 바꿔 역싸 새로 쓸 껃,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0010729974,2019.03.31. 오전 9:00
ynat-v1_train_00935,그래픽 일론 머스크 인간 뇌와 컴퓨터 연결 뉴럴링크 설립,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=228&oid=001&aid=0009143823,2017.03.28. 오후 9:56
ynat-v1_train_00946,SK텔레콤 고화질 카메라폰 갤럭시A8 스타 6일 단독 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=731&oid=001&aid=0010184385,2018.07.02. 오전 10:12
ynat-v1_train_00963,톈안먼 시위 30주년 맞아 미국에 탱크맨 조각 세워져,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=104&sid2=231&oid=001&aid=0010870554,2019.06.05. 오전 11:44
ynat-v1_train_00967,SK텔레콤 실시간 위치확인 스마트싱스 트래커 출시,0,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=105&sid2=227&oid=001&aid=0010299054,2018.08.27. 오전 9:27
